Day,Street Name,Latitude,Longitude,Violation Time,Zone,Parking Violation
2,Orchard St,40.7227492,-73.9878545,1722,105,1
2,5th Ave,40.801971,-73.945508,1726,105,1
2,75th Ave,40.7180788,-73.8380547,1631,100,1
5,W 96th St,40.7952534,-73.9732066,1637,100,1
3,Sidney Pl,40.692435,-73.994463,1757,108,1
1,9th St,40.6703423,-73.9887362,1630,100,1
1,McDonald Ave,40.595256,-73.973476,1654,102,1
4,36th St,40.6543115,-74.0044311,1732,106,1
5,W 18th St,40.7440714,-74.0050076,1640,101,1
5,W Broadway,40.7205041,-74.0053416,1740,107,1
1,W 131st St,40.8116007,-73.9428003,1711,104,1
4,Mulberry St,40.71933,-73.9973036,1725,105,1
5,37th Ave,40.7626091,-73.8267626,1847,113,1
5,Sheffield Ave,40.66308,-73.894628,1659,102,1
5,E 224th St,40.881636,-73.845233,1651,102,1
3,58th Dr,40.71852,-73.912077,1618,98,1
4,Schermerhorn St,40.6881687,-73.9839805,1610,98,1
5,147th Pl,40.7965574,-73.8218663,1551,96,1
3,Brighton 6th St,40.579572,-73.962203,1650,102,1
3,Irving Pl,40.8921088,-73.8300431,1740,107,1
4,90th Ave,40.704876,-73.80099,1826,111,1
5,E 19th St,40.6280965,-73.958081,1642,101,1
4,Myrtle Ave,40.6969959,-73.9352775,1745,107,1
1,E 16th St,40.595029,-73.954735,1812,110,1
1,Grand St,40.7181616,-73.9937839,1642,101,1
4,45th Ave,40.756545,-73.806394,1744,107,1
3,Utica Ave,40.679347,-73.9308408,1741,107,1
2,Verona St,40.680431,-74.010451,1657,102,1
2,Schenectady Ave,40.6689706,-73.9338846,1828,111,1
2,89th Ave,40.691706,-73.84924,1626,99,1
1,Madison Ave,40.7427202,-73.9866348,1602,97,1
2,Hillside Ave,40.7210961,-73.7593749,1838,112,1
1,70th Ave,40.7286207,-73.8257796,1701,103,1
3,W 17th St,40.5753405,-73.9845266,1703,103,1
4,Bleecker St,40.7259471,-73.9946797,1653,102,1
2,116th St,40.6934234,-73.8305536,1817,110,1
4,90th St,40.75053,-73.876876,1844,113,1
4,Wooster St,40.7270319,-73.9987176,1757,108,1
5,Orchard St,40.7227492,-73.9878545,1558,96,1
5,E 96th St,40.6425532,-73.9008054,1644,101,1
3,Renwick St,40.7244313,-74.0086075,1619,98,1
1,5th Ave,40.801971,-73.945508,1659,102,1
1,Highland Ave,40.5756829,-74.0077269,1626,99,1
2,Orchard St,40.7227492,-73.9878545,1751,108,1
4,Washington Pl,40.7105512,-73.9597746262413,1743,107,1
4,6th Ave,40.7497204,-73.987817,1656,102,1
5,Howard St,40.719552,-74.000622,1702,103,1
5,78th St,40.7579309,-73.8895865,1714,104,1
1,53rd St,40.6448151,-74.014313,1728,105,1
3,Vernon Blvd,40.7673221,-73.9372265,1636,100,1
1,Strickland Ave,40.6147833,-73.9106003,1732,106,1
3,Hester St,40.7158068,-73.9905581,1752,108,1
2,W 27th St,40.5764243,-73.9933895,1717,104,1
1,W 59th St,40.7646364,-73.9737661,1641,101,1
1,Brighton Beach Ave,40.5773675,-73.9548182,1624,99,1
1,24th Ave,40.7748935,-73.9190851,1610,98,1
1,W 21st St,40.5730207,-73.9873319,1604,97,1
3,W 28th St,40.5734658,-73.9939096,1635,100,1
3,W 115th St,40.8078983,-73.9657268,1640,101,1
4,91st St,40.7657592,-73.8787316,1613,98,1
2,70th Ave,40.7286207,-73.8257796,1610,98,1
2,Jerome Ave,40.8446726,-73.9145136,1830,112,1
1,Joralemon St,40.6923986,-73.9899736,1609,97,1
2,Richmond Ave,40.559126,-74.169477,1716,104,1
3,E 107th St,40.6484718,-73.8933374,1643,101,1
5,149th St,40.7880405,-73.8160568,1600,97,1
4,Beach 20th St,40.5965961,-73.754194,1635,100,1
3,Court St,40.6940745,-73.9917825,1727,105,1
1,Newtown Rd,40.7559012,-73.9122343,1640,101,1
3,Davidson Ave,40.847078,-73.913947,1628,99,1
2,W 24th St,40.5722098,-73.9904238,1554,96,1
4,W 16th St,40.5841905,-73.9848323,1651,102,1
2,W 77th St,40.782439,-73.98073,1738,106,1
4,Eldridge St,40.7152901,-73.9934336,1812,110,1
4,Clarkson St,40.7294177,-74.0061177,1626,99,1
2,Metropolitan Ave,40.7140735,-73.9547586,1623,99,1
2,Beach 9th St,40.5965677,-73.7441746,1554,96,1
2,Gouverneur St,40.7124981,-73.9837806,1753,108,1
3,Beach 22nd St,40.603138,-73.75498,1705,103,1
2,Grace Ave,40.8804886,-73.8403874,1650,102,1
1,E 130th St,40.8082894,-73.9368805,1659,102,1
1,Hendrix St,40.6810722,-73.8915286,1705,103,1
2,Midland Pky,40.7216285,-73.7843918,1638,100,1
4,139th St,40.683342,-73.804324,1750,108,1
4,Horace Harding Expy,40.7366373,-73.8531778,1612,98,1
3,Bainbridge Ave,40.881076,-73.878487,1714,104,1
5,Wooster St,40.7270319,-73.9987176,1708,103,1
2,State St,40.689246,-73.988722,1614,98,1
1,Netherland Ave,40.629038,-74.165375,1552,96,1
1,Walton Ave,40.83644,-73.918412,1622,99,1
3,103rd St,40.7991469,-73.9685289,1701,103,1
3,110th St,40.6917011,-73.8356807,1737,106,1
3,42nd Rd,40.749424,-73.940535,1752,108,1
4,Canal Pl,40.8135925,-73.9272946,1617,98,1
4,E 16th St,40.595029,-73.954735,1615,98,1
5,37th Ave,40.7626091,-73.8267626,1732,106,1
4,12th St,40.7751748,-73.9290481,1552,96,1
5,164th St,40.7382043,-73.8045817,1655,102,1
4,192nd St,40.7371196,-73.7811137,1727,105,1
5,Kings Hwy,40.607693,-73.960909,1659,102,1
3,66th Ave,40.7313595,-73.8450199,1834,112,1
4,Metropolitan Ave,40.7140735,-73.9547586,1608,97,1
4,Eastchester Rd,40.8767087,-73.8461872,1744,107,1
5,Greene St,40.73035,-73.994822,1748,107,1
1,Remsen St,40.6941219,-73.9946181,1554,96,1
4,103rd St,40.7991469,-73.9685289,1625,99,1
4,E 91st St,40.6485054,-73.9138557,1630,100,1
2,Bronxdale Ave,40.8516256,-73.8678673,1727,105,1
4,Livingston St,40.6887792,-73.9835545,1621,99,1
4,12th Ave,40.7901862,-73.8169542,1644,101,1
2,Jay St,40.7015304,-73.9867175,1624,99,1
5,83rd Ave,40.708325,-73.832371,1717,104,1
3,W 14th St,40.740883,-74.0052002,1650,102,1
2,Spring St,40.7256722,-74.0040023,1700,103,1
5,Bay St,40.6071419,-74.06101,1554,96,1
4,Sheffield Ave,40.66308,-73.894628,1622,99,1
2,Lefferts Blvd,40.6657772,-73.8223616,1732,106,1
3,Clark St,40.697224,-73.992124,1555,96,1
2,E 196th St,40.8678768,-73.8929982,1557,96,1
3,83rd Ave,40.708325,-73.832371,1610,98,1
2,Atlantic Ave,40.675959,-73.9044359,1703,103,1
3,3rd Ave,40.8043853,-73.9353347,1640,101,1
1,40th Ave,40.772807,-73.742318,1556,96,1
4,Bainbridge Ave,40.881076,-73.878487,1626,99,1
1,Zerega Ave,40.8247704,-73.8430853,1637,100,1
1,E 43rd St,40.633657,-73.935254,1739,106,1
4,Howard St,40.719552,-74.000622,1635,100,1
5,Brighton Beach Ave,40.5773675,-73.9548182,1721,105,1
5,W 59th St,40.7646364,-73.9737661,1600,97,1
4,W 58th St,40.7671189,-73.9817098,1709,103,1
5,Milton St,40.729503,-73.953957,1606,97,1
3,Canal St,40.7172701,-73.998918,1836,112,1
1,21st St,40.7445833,-73.9486022,1614,98,1
3,Grand Concourse,40.8791041,-73.8845682,1652,102,1
3,62nd St,40.612885,-73.975208,1608,97,1
4,W 48th St,40.7604965,-73.9857348,1618,98,1
3,E 149th St,40.8183207,-73.9263581,1731,106,1
4,21st St,40.7445833,-73.9486022,1616,98,1
4,Jamaica Ave,40.6774489,-73.8985116,1605,97,1
2,W 121st St,40.8082079,-73.9544622,1551,96,1
4,Waverly Pl,40.729978,-73.994064,1626,99,1
3,W 125th St,40.8175386,-73.9599867,1652,102,1
5,E 155th St,40.816514,-73.904,1636,100,1
3,Jamaica Ave,40.6774489,-73.8985116,1646,101,1
5,Elizabeth St,40.6287103,-74.119005,1821,111,1
5,Madison St,40.703974,-73.904124,1610,98,1
2,Lexington Ave,40.7999294,-73.9406665,1652,102,1
5,Mapes Ave,40.84734,-73.884924,1556,96,1
4,Garland Dr,40.757596,-73.757822,1816,110,1
5,Brighton 6th St,40.579572,-73.962203,1725,105,1
3,White Plains Rd,40.8421201,-73.8649883,1638,100,1
2,St Anns Ave,40.806116,-73.917964,1732,106,1
5,Bedford Park Blvd,40.8726864,-73.887491,1706,103,1
1,Bainbridge Ave,40.881076,-73.878487,1727,105,1
5,40th Rd,40.7587658,-73.8304174,1712,104,1
1,E 98th St,40.786562,-73.948517,1843,113,1
5,W 39th St,40.7564961,-73.9939243,1609,97,1
4,Fordham St,40.8472601,-73.7864885,1606,97,1
2,E 6th St,40.7220515,-73.9758144,1723,105,1
4,Parsons Blvd,40.7073827,-73.8037847,1622,99,1
4,82nd St,40.610196,-74.001554,1750,108,1
4,Orchard St,40.7227492,-73.9878545,1817,110,1
2,33rd St,40.7463947,-73.9818293,1614,98,1
1,W 19th St,40.7460005,-74.0077088,1558,96,1
1,Eastchester Rd,40.8767087,-73.8461872,1553,96,1
3,Midland Pky,40.7216285,-73.7843918,1624,99,1
3,Charles St,40.735128,-74.001574,1718,104,1
2,Grand Concourse,40.8791041,-73.8845682,1635,100,1
3,Enfield Pl,40.5774908,-74.1252475,1818,110,1
4,E 14th St,40.608383,-73.959157,1714,104,1
5,Ft Washington Ave,40.8592113,-73.934246,1719,104,1
3,Crosby St,40.7254397,-73.9956638,1728,105,1
3,Midland Pky,40.7216285,-73.7843918,1606,97,1
2,W 137th St,40.8153746,-73.9398384,1610,98,1
2,Guy R Brewer Blvd,40.7023096,-73.7954098,1616,98,1
4,W 24th St,40.5722098,-73.9904238,1742,107,1
2,Beach 20th St,40.5965961,-73.754194,1732,106,1
4,38th St,40.7709006,-73.9098041,1716,104,1
4,5th Ave,40.801971,-73.945508,1746,107,1
2,Bergen St,40.6739907,-73.9111485,1623,99,1
2,Metropolitan Ave,40.7140735,-73.9547586,1609,97,1
4,39th Ave,40.7526866,-73.9329357,1605,97,1
1,8th Ave,40.74658,-73.9975495,1714,104,1
2,Chrystie St,40.723736,-73.9910072,1751,108,1
5,Fort Hamilton Pkwy,40.633084,-74.005564,1659,102,1
2,Midland Pky,40.7216285,-73.7843918,1614,98,1
5,Story Ave,40.8219654,-73.8754332,1755,108,1
2,163rd St,40.707016,-73.798258,1811,110,1
5,63rd Ave,40.7231519,-73.8721722,1733,106,1
5,W 24th St,40.5722098,-73.9904238,1727,105,1
2,Cloverdale Blvd,40.7582138,-73.756116,1846,113,1
4,Stockholm St,40.709218,-73.913032,1615,98,1
5,Greenwich St,40.7156024,-74.0111062,1606,97,1
1,Bushwick Ave,40.679677,-73.900752,1607,97,1
3,45th Ave,40.756545,-73.806394,1745,107,1
4,E 139th St,40.8115913,-73.9265305,1704,103,1
4,Mulberry St,40.71933,-73.9973036,1601,97,1
4,Ocean Ave,40.5835902,-73.9483933,1623,99,1
3,67th Ave,40.7358337,-73.7893202,1608,97,1
2,39th St,40.640625,-73.986292,1658,102,1
4,Gold St,40.7004951,-73.9828351,1600,97,1
1,W 27th St,40.5764243,-73.9933895,1644,101,1
5,Elizabeth St,40.6287103,-74.119005,1711,104,1
1,E 210th St,40.879407,-73.878035,1638,100,1
5,50th Ave,40.7591871,-73.7525478,1740,107,1
2,Broadway,40.892084,-73.8971095,1717,104,1
3,Eldridge St,40.7152901,-73.9934336,1847,113,1
2,39th St,40.640625,-73.986292,1702,103,1
1,Cloverdale Blvd,40.7582138,-73.756116,1822,111,1
5,Ocean Pky,40.6072315,-73.9675403,1644,101,1
1,Alcott Pl,40.87218335,-73.8301837652268,1627,99,1
1,Metropolitan Ave,40.7140735,-73.9547586,1800,109,1
1,University Ave,40.8469863,-73.9205513,1827,111,1
5,W 72nd St,40.7785652,-73.9815017,1607,97,1
3,W 138th St,40.8217009,-73.9529081,1642,101,1
5,W 107th St,40.8023277,-73.9681101,1743,107,1
1,W 30th St,40.7463686,-73.9874455,1749,107,1
2,18th Ave,40.6296217,-73.9769395,1804,109,1
5,Seigel St,40.7045609,-73.9391276,1627,99,1
1,66th St,40.737704,-73.898927,1630,100,1
2,Hunter St,40.7479481,-73.9424347,1627,99,1
4,Mercer St,40.7256842,-73.9977263,1707,103,1
4,Nostrand Ave,40.6803935,-73.949556,1611,98,1
1,70th Ave,40.7286207,-73.8257796,1606,97,1
4,Mercer St,40.7256842,-73.9977263,1625,99,1
2,W 17th St,40.5753405,-73.9845266,1703,103,1
5,E 19th St,40.6280965,-73.958081,1832,112,1
4,E 32nd St,40.6312398,-73.9455673,1605,97,1
4,W 14th St,40.740883,-74.0052002,1613,98,1
2,7th Ave,40.7630704,-73.9820256,1617,98,1
1,White Plains Rd,40.8421201,-73.8649883,1620,99,1
4,Front St,40.7067802,-74.0036122,1802,109,1
4,W 15th St,40.574793,-73.98215,1643,101,1
1,40th Ave,40.772807,-73.742318,1704,103,1
3,99th St,40.737043,-73.859387,1754,108,1
1,Ocean Pky,40.6072315,-73.9675403,1608,97,1
5,24th St,40.778282,-73.91633,1657,102,1
4,160th St,40.7338809,-73.8078846,1812,110,1
3,59th St,40.6414239,-74.0178046,1558,96,1
3,E 187th St,40.854498,-73.885421,1659,102,1
2,Kane St,40.6863978,-73.9972781,1616,98,1
5,Wooster St,40.7270319,-73.9987176,1657,102,1
3,93rd St,40.750413,-73.874012,1741,107,1
3,Rockaway Blvd,40.6561869,-73.7672496,1608,97,1
1,E 12th St,40.5831065,-73.9573412,1757,108,1
3,W 136th St,40.8207561,-73.9545541,1729,105,1
2,Old New Utrecht Rd,40.6407592,-73.9832448,1743,107,1
5,Spring St,40.7256722,-74.0040023,1703,103,1
2,Throop Ave,40.703351,-73.947539,1754,108,1
3,Walton Ave,40.83644,-73.918412,1553,96,1
5,87th St,40.706715,-73.862389,1602,97,1
2,Thornton Pl,40.721738,-73.857359,1833,112,1
4,Webster Ave,40.869266,-73.8802225,1637,100,1
5,Brighton 13th St,40.57952,-73.955849,1658,102,1
1,Bleecker St,40.7259471,-73.9946797,1622,99,1
2,Rogers Ave,40.656081,-73.953048,1652,102,1
1,89th Ave,40.691706,-73.84924,1620,99,1
3,169th St,40.710153,-73.7942642,1604,97,1
3,41st Ave,40.7637566,-73.7700427,1747,107,1
3,Grand Concourse,40.8791041,-73.8845682,1840,113,1
2,Grand St,40.7181616,-73.9937839,1707,103,1
5,E 228th St,40.889008,-73.856414,1754,108,1
2,Kossuth Pl,40.692774,-73.927811,1556,96,1
2,Chrystie St,40.723736,-73.9910072,1752,108,1
2,42nd Rd,40.749424,-73.940535,1753,108,1
1,Roosevelt Ave,40.746238,-73.897224,1843,113,1
3,Lexington Ave,40.7999294,-73.9406665,1746,107,1
1,65th Ave,40.7285638,-73.8580908,1738,106,1
5,Tiebout Ave,40.856183,-73.897516,1639,100,1
4,5th Ave,40.801971,-73.945508,1622,99,1
2,89th Ave,40.691706,-73.84924,1553,96,1
5,Bowery,40.7172381,-73.9954766,1809,109,1
4,104th St,40.684239,-73.838078,1705,103,1
4,175th St,40.7004207,-73.7811286,1801,109,1
2,Crosby St,40.7254397,-73.9956638,1745,107,1
5,Mercer St,40.7256842,-73.9977263,1645,101,1
4,Varet St,40.7032149,-73.9407492,1616,98,1
3,Jamaica Ave,40.6774489,-73.8985116,1632,100,1
4,Junction Blvd,40.7324886,-73.8636985,1753,108,1
2,11th St,40.667975,-73.9873,1611,98,1
3,95th St,40.656105,-73.837132,1712,104,1
1,41st Rd,40.7555552,-73.8333316,1607,97,1
3,45th Rd,40.758324,-73.773892,1700,103,1
2,Netherland Ave,40.629038,-74.165375,1652,102,1
5,W 125th St,40.8175386,-73.9599867,1555,96,1
5,Merritt Ave,40.8819874,-73.8266452,1606,97,1
1,E 92nd St,40.6563536,-73.9213755,1801,109,1
5,W 26th St,40.7445213,-73.9907355,1603,97,1
3,Ashland Pl,40.6877778,-73.9783346,1606,97,1
3,Eldridge St,40.7152901,-73.9934336,1723,105,1
4,W 23rd St,40.5760557,-73.9900799,1624,99,1
1,Liberty Ave,40.6744049,-73.8965126,1635,100,1
3,W 13th St,40.5891517,-73.9828098,1607,97,1
2,W 187th St,40.85301,-73.9308725,1738,106,1
1,41st Rd,40.7555552,-73.8333316,1626,99,1
2,32nd Pl,40.7418799,-73.933189,1801,109,1
1,Milton St,40.729503,-73.953957,1736,106,1
1,12th St,40.7751748,-73.9290481,1718,104,1
2,Lafayette St,40.511003,-74.250689,1644,101,1
4,Remsen St,40.6941219,-73.9946181,1551,96,1
2,40th Rd,40.7587658,-73.8304174,1817,110,1
1,Ferris Pl,40.8395047,-73.841747,1621,99,1
2,78th St,40.7579309,-73.8895865,1639,100,1
4,E 121st St,40.8015462,-73.9386603,1723,105,1
4,Ludlow St,40.7169046,-73.989985,1743,107,1
3,41st Rd,40.7555552,-73.8333316,1716,104,1
3,Steuben St,40.5985499,-74.0784682,1616,98,1
5,Lenox Ave,40.7664366,-73.9590168,1827,111,1
5,Coney Island Ave,40.582634,-73.959993,1628,99,1
5,E 88th St,40.647061,-73.9161078,1806,109,1
3,W 17th St,40.5753405,-73.9845266,1658,102,1
5,E 91st St,40.6485054,-73.9138557,1612,98,1
1,W 63rd St,40.7745584,-73.9896525,1624,99,1
3,Midland Pky,40.7216285,-73.7843918,1607,97,1
4,W 124th St,40.8057884,-73.9428603,1654,102,1
5,Spring St,40.7256722,-74.0040023,1716,104,1
4,Odell St,40.837073,-73.85437,1614,98,1
5,23rd St,40.7414825,-73.9893664,1650,102,1
3,Ocean Pky,40.6072315,-73.9675403,1742,107,1
1,Elliot Pl,40.838948,-73.916429,1650,102,1
2,Kingston Pl,40.7124611,-73.790599,1612,98,1
1,30th St,40.770309,-73.918998,1611,98,1
5,3rd Ave,40.8043853,-73.9353347,1624,99,1
3,36th St,40.6543115,-74.0044311,1655,102,1
3,E 91st St,40.6485054,-73.9138557,1651,102,1
2,E 77th St,40.6371735,-73.9189077,1553,96,1
2,Sullivan St,40.7223815,-74.0058271,1638,100,1
5,W Houston St,40.7258299,-73.9974897,1655,102,1
1,E 10th St,40.6053075,-73.9625623,1754,108,1
3,E 91st St,40.6485054,-73.9138557,1711,104,1
2,Metropolitan Ave,40.7140735,-73.9547586,1728,105,1
1,W 89th St,40.7896131,-73.9736025,1803,109,1
3,Delmar Loop,40.6493927,-73.8825911,1622,99,1
5,Lispenard St,40.7200394,-74.0039146,1646,101,1
2,Kings Hwy,40.607693,-73.960909,1606,97,1
1,34th St,40.736929,-73.9354309,1552,96,1
5,162nd St,40.7338762,-73.8077853,1753,108,1
3,Ocean Pky,40.6072315,-73.9675403,1621,99,1
3,Hillside Ave,40.7210961,-73.7593749,1600,97,1
5,Knickerbocker Ave,40.707786,-73.932072,1823,111,1
2,E 13th St,40.588929,-73.956391,1608,97,1
1,St Marks Pl,40.7285734,-73.9875926,1733,106,1
5,Roosevelt Ave,40.746238,-73.897224,1657,102,1
1,Church Ave,40.6492649,-73.9635215,1624,99,1
4,39th St,40.640625,-73.986292,1704,103,1
4,164th St,40.7382043,-73.8045817,1657,102,1
1,86th St,40.622811,-74.0282979,1745,107,1
5,5th St,40.6229092,-74.1907603,1831,112,1
1,21st St,40.7445833,-73.9486022,1606,97,1
4,Gold St,40.7004951,-73.9828351,1713,104,1
2,Nostrand Ave,40.6803935,-73.949556,1600,97,1
1,W 63rd St,40.7745584,-73.9896525,1818,110,1
1,37th Ave,40.7626091,-73.8267626,1558,96,1
3,Warren St,40.7164234,-74.0129331,1602,97,1
1,McGuinness Blvd,40.7310463,-73.9516909,1658,102,1
3,Washington St,40.7031971,-73.9895234,1749,107,1
2,160th St,40.7338809,-73.8078846,1633,100,1
4,Nostrand Ave,40.6803935,-73.949556,1746,107,1
2,E 96th St,40.6425532,-73.9008054,1740,107,1
1,171st St,40.755736,-73.796126,1630,100,1
1,21st St,40.7445833,-73.9486022,1620,99,1
3,Broadway,40.892084,-73.8971095,1644,101,1
2,E 157th St,40.826706,-73.9298607,1737,106,1
4,Atlantic Ave,40.675959,-73.9044359,1749,107,1
2,W 116th St,40.8033422,-73.9528035,1803,109,1
2,Riverside Dr,40.8424364,-73.9440228,1736,106,1
2,87th St,40.706715,-73.862389,1553,96,1
5,Madison St,40.703974,-73.904124,1557,96,1
5,Walton Ave,40.83644,-73.918412,1604,97,1
3,Ocean Pky,40.6072315,-73.9675403,1659,102,1
3,Starr St,40.701334,-73.926838,1611,98,1
